city, ccnumber, name, publish_date
Laduge,201428768280992,Sadie Gibbs,11/25/2050
Ikuzien,30072688063711,Lenora Norris,07/26/1969
Wurarrar,5018294263259457,Earl Rodriquez,11/29/1974
Tuedto,201413509435626,Leila Curtis,04/19/1937
Tijamle,6239859547967306,Emilie Weber,04/20/1901
Viwemra,30096079751311,Landon Daniels,02/11/1931
Lufditta,201412510637774,Chris Ellis,09/03/2001
Ajucaja,36384664563216,Mollie Daniel,05/02/1955
Ohupmu,4903096422162311,Jessie Montgomery,07/05/1909
Paocvak,5018076370602442,Bill Fleming,06/01/2012
Gufbangu,6290355209713415,Christopher Marsh,03/12/1968
Duneci,347492839766111,Mildred Franklin,05/22/1947
Cocrohoj,6011063745610883,Johanna Logan,09/24/1942
Lebcerat,5018498430808100,Ellen Snyder,12/28/2064
Ritkaaje,30099321555522,Mable Moss,06/17/1981
Zokvifjeg,6287360280413096,Marion Taylor,03/14/2054
Pidivi,4026718567421655,Myra McDaniel,04/18/1944
Amilane,5161020663065904,Alejandro Nichols,10/20/1961
Lipopmo,6253029777395450,Aaron Cohen,05/11/1934
Ajaberwuc,4226297288130018,Cecelia Cooper,06/13/2059
Ufozelav,4238255627573708,Jonathan McKinney,05/19/1921
Ciseec,6304355362299222,Jim Gill,02/01/1903
Weesasat,201480799591525,Johnny Curry,03/25/1950
Numfaiz,30059256952953,Bobby Buchanan,06/20/1964
Bodiraluv,4903968540778931,Belle Lowe,10/25/1963
Sognaave,4026301575862473,Janie Manning,06/15/2042
Befarba,5180724749631913,Garrett Owens,04/22/2014
Binvuvep,5610770072533556,Ollie Steele,06/18/1902
Vezizawu,6011159022158255,Maude Bowman,08/19/1982
Uzaojwir,4026829416362543,Sarah Silva,02/02/1989
Anozevit,4932273637932417,Georgia Morgan,12/15/2024
Zamhivfaj,6379983772993744,Fanny Reyes,04/14/2064
Gotofvat,3528059856753747,Olga Kelley,10/03/2023
Izgacegi,6304971449883745,Roger Peterson,10/28/2049
Finarvis,4026031098312868,Beatrice Fields,11/22/1948
Bubupu,3528128580038913,Cole Cummings,11/15/2029
Fewidi,3528471141773747,Birdie Barnett,11/06/1926
Husudci,6011019555513542,Andre Bates,09/14/2055
Elrajo,5610527636279930,Stanley Morgan,03/29/2020
Urihaguz,6011493955814208,Francis Jackson,04/08/1948
Nurpacuk,4903011291097464,Winnie Ross,08/24/1902
Kuvufuha,4119273971193506,Don Payne,10/03/1941
Ziuhebuj,6304494415443949,Isaac Newton,04/09/2021
Vepawerec,3528314492682697,Herbert Conner,04/18/2065
Vujerapu,3528812493826445,Adelaide Sherman,10/31/2061
Zekecana,30078702580531,Rosa Hicks,12/09/2022
Tahehu,5438399517358138,Sara Rodgers,02/10/1977
Kafhugec,4903276853426605,Wesley Pittman,06/17/1940
Edzowo,5610806815244000,Aiden McCarthy,11/13/1908
Pogebu,349359850534108,Herbert Hicks,07/22/1900
Ejicare,6304461743733275,Nell White,05/14/1976
Emgujlom,5610766224988961,Emma Garcia,01/09/2060
Taconmeh,4743545657913024,Luella Mack,11/06/2046
Ibesiwtim,36450653423421,Josie McCarthy,05/16/2064
Fetetog,36423118911892,Ernest Roy,06/09/1970
Etvoik,3528270618556399,Bill Miles,01/01/1996
Cudupav,6011151609086603,Mamie Pena,12/16/1981
Opatujife,6375904120097297,Hulda Colon,12/15/2018
Malahdav,6375453120769372,Eula Mason,10/24/1964
Babanew,4497976837331134,Carlos Daniel,09/21/1911
Mahodur,6334525325332088,Vernon Reese,12/06/2043
Pahivom,4238920913701749,Marian Wallace,01/31/1937
Cungefsa,5018487049310731,Inez Price,03/17/1996
Coifmug,4026082740684709,Addie Parsons,11/18/1946
Vutrirfus,6378205104655218,Edwin Cain,05/13/2006
Ucbawo,341164940532197,Thomas Moss,02/16/2026
Uburofac,3528412727454773,Todd Cunningham,06/05/2007
Lefanpim,201470913150662,Alta Ross,10/09/1944
Ujusiala,5610640313005138,Maud Tate,06/29/1953
Ojerasde,6011328767929184,Wayne Santos,09/13/2034
Vumwomwil,349273315295447,Luke Nichols,04/08/1967
Jofdojmu,5446080388157524,Stephen West,03/09/1949
Riicumi,6334306859437464,Maggie Lopez,07/16/1944
Raliwtic,4903867409945682,Leo Gill,12/23/1965
Fikuztu,201416689877756,Katherine Jennings,05/10/1981
Beahueb,6240719181152358,Ada Hogan,02/07/1911
Sucafuz,6011833943237733,Bill Hampton,04/25/2019
Ushehimo,6278470899309618,Jeremy Evans,12/18/1959
Anefaf,4403900309778245,Olive Graham,10/22/2005
Sevece,6304498165533429,Scott Fletcher,02/13/1971
Fudvudus,3528197216234311,Victor Ramos,02/06/2057
Eroegudec,30045264126466,Jennie Franklin,10/18/2008
Dekulgep,5108425200420205,Maurice Austin,06/15/1949
Piporeh,6373318988402048,Mamie Wilkerson,10/23/2018
Urorebnec,3528795275644294,Larry Burke,08/29/2012
Geciswa,5193964235985655,Bessie Brewer,09/18/1933
Lebufoas,6334762960596657,Don McGee,07/15/2047
Tuwpeleh,6376141163633402,Mildred Roberts,03/28/2053
Anwiwe,5153971820315444,Adele Francis,09/04/2061
Sonmufwu,6334080143851091,Cecilia Bell,09/01/1907
Anelamwiv,4903060163943057,Eugene Wright,01/11/2004
Rielkam,4903620488696035,Cody Mathis,05/20/2035
Botwowaj,3528084693699275,Micheal Lucas,04/14/1901
Adpojcu,4876734173695161,Richard Parker,10/11/1935
Rezojeval,6011880588649227,Devin Benson,10/17/2047
Raracaza,6284809047702244,Violet Chavez,12/31/1917
Kesokwig,201493661183412,Jorge Fowler,02/22/1919
Onzembe,5610236372822917,Ina Gross,02/20/1929
Livatsuz,345260057645032,Antonio Lopez,04/04/2018
Marvutce,6261806086896074,Eddie Harrison,05/29/2017
Delgijgar,4026790385365786,Max Collins,11/16/1985
Vagluwkis,4903281152325177,Leah Ramirez,09/26/1999
Uftakeh,30009754952666,Jason Castillo,11/24/1940
Fabihih,4026268526850784,Vera Graves,05/04/1958
Kotcurza,30048552980958,Grace Kim,03/10/1988
Suhgatnuv,4343424222420481,Craig Hunt,11/01/2031
Cuduloaki,5145073794872566,Evan Larson,10/03/1915
Zabfuvur,4512666013653887,Philip Chavez,08/17/2022
Kebjumbig,6304927198860847,Rachel Grant,01/08/1988
Gowutak,5198049737511657,Ina Castro,07/27/1998
Lilfeuvo,6011569242507752,Gary Holland,02/19/1964
Uczocuf,6378215027489132,Nancy Carpenter,03/22/2066
Wampirun,3528867206209859,Gavin Allen,10/18/2047
Guuluir,5610358039927119,Lydia Rodriquez,02/11/2022
Weghekga,4903648115917086,Catherine King,01/14/2036
Doibavej,6011485030830142,Joseph Daniels,06/05/1937
Nazhemi,5018570785330268,Victor Harrington,06/14/1953
Catderdij,4444356059912834,Julia Carter,06/10/1960
Ehaloreba,3528592022340031,Jared Love,02/21/1934
Johosej,6334351514039636,Louise Hammond,05/15/2056
Cifulkot,201418888372282,Bessie Roy,03/08/2028
Erocuwec,5489801852172584,Herman Rose,03/22/2006
Uloadaocu,36602179676029,Jared McKinney,04/17/1943
Vokisa,5018698350193124,Helen Henderson,08/30/2067
Popjadila,30009317646508,Beulah Torres,02/14/1982
Dunsahcow,5018152362387944,Steve Hunter,07/05/1914
Mumola,3528917911829127,Bessie Ray,04/01/1947
Gugipuf,6304517589611725,Rosetta Carter,08/05/2050
Rupajin,5018617264843426,Jesus Colon,08/21/2053
Welosi,6334740657700402,Adele West,02/20/1938
Cidizu,3528530820146382,Caleb Jones,11/14/1935
Havuli,201418454760621,Pearl Bryan,02/17/1977
Efkupus,30025113846332,Edward Warner,08/28/2065
Zeflorafu,5018460571271936,Owen Evans,07/16/1977
Pawnobjap,30044510788989,Leroy Lee,08/15/2002
Ojjaoja,4026651679956443,Claudia Summers,07/10/2045
Uvcusnof,6376354834130720,Gerald Morton,02/12/1907
Vijzajnok,30071224193842,Bess Hogan,10/09/2011
Momajnu,6280852129614386,Clayton Moreno,03/14/2028
Aswiut,5610602816757938,Nellie Hale,04/23/1955
Dafudal,4918818592918799,Jerry Russell,12/19/2008
Wawuke,5018768811923490,Ada Figueroa,09/26/1945
Amrehin,201498771215186,Alma Hines,09/16/1978
Wikalniw,4903765378521684,Jeffrey Stokes,04/19/2013
Enjabbow,6304493595159010,Angel Matthews,09/14/2027
Corsien,30098177716162,Marcus Farmer,10/21/2017
Itozugef,6287828528225357,Leroy Becker,01/17/1904
Bazacom,30096653457764,Elijah Silva,05/31/1946
Sesahu,5018985841788129,Bryan Carter,12/24/2002
Evomood,4026514050335944,Celia Patrick,08/05/1982
Suhosa,6304829591130960,Chris Daniel,12/02/2013
Padebibec,4026228541836457,Milton George,05/03/2061
Izowebrev,6373720264250456,Frank Schwartz,11/13/2024
Neramep,5018211332028366,Stella Johnson,01/31/1942
Etoahono,30055909573121,Nancy Hunter,02/12/1929
Efefuzel,6304225754566266,Hester Douglas,09/26/2018
Udlorjus,5441045072937841,Eunice Jennings,10/19/1984
Pireko,5498804470112353,Micheal Tate,02/13/1919
Cuhlizo,6334446376171509,Carolyn Pierce,01/04/2057
Nonbisde,5018700899193076,Eddie Jackson,09/03/1945
Dokumewo,346310637660305,Pearl Silva,09/08/1909
Bucevrar,344677454710906,Mayme Hernandez,04/22/1978
Tenguznu,6011134032755168,Michael Baldwin,03/27/2036
Unakoiso,5018109721605234,Charlotte Tran,09/03/2035
Gezubli,5162746477752662,Johanna Steele,07/07/1965
Rovhivam,6372544760948749,Lettie Williamson,01/12/1976
Tuveshop,4698818889164590,Myra Burton,10/19/2005
Docavlo,4817803040731723,Chris Sparks,03/27/1907
Liwripzi,5018466622953166,Madge Jacobs,01/21/2044
Woljusle,342150987813458,Calvin Goodman,11/20/1982
Ruzevi,30015974833974,Sophie Larson,04/24/1979
Uruwowi,4026507408559520,Marion Nunez,03/11/2012
Ahaovuba,6231504723109038,Louisa Morales,08/16/1903
Kagazmu,30076795448939,Johanna Roy,12/14/1949
Raavicu,6334718357853002,Nora Stone,08/26/2066
Fogaca,4026113483749514,Lulu Bryant,02/09/2068
Otiibisow,201451526443710,Noah Hamilton,03/22/2000
Edtukho,4974979764376843,Hallie Hanson,05/16/1902
Talgujka,6334163610459042,Alex Rhodes,09/14/2062
Cuirjew,36821773265431,Luis Clarke,07/20/1951
Ohpocvab,36519727848977,Mittie Gill,06/22/2042
Tufpiha,3528961285650875,Hettie Holt,03/16/1960
Mukewga,6377495466860909,Grace Andrews,11/29/2033
Pudazha,3528588513169483,Lena Hines,03/10/2056
Obupoidu,5182757564801748,Jimmy George,05/19/1950
Gineril,5018265103000814,Helena Herrera,01/18/2002
Rarhoah,6011009821528424,Myrtie Moore,09/18/1922
Orviju,5481219274628125,Russell Sparks,04/28/1962
Cuztejis,5400531725233281,Christopher Hansen,11/06/2063
Esozuglo,201454246894410,Samuel Crawford,03/27/1920
Pemunvoc,30068258950360,Tyler West,01/01/2025
Tecoslez,4903464012931943,Bettie George,05/22/1999
Uvrifi,6372505096104380,Alejandro Castro,12/11/1946
Lobgieho,5018116569109476,Betty Hardy,11/18/2057
Dejuhfuj,4903821050832996,Eva Vega,03/18/2022
Omovolel,30099551658228,Nathaniel Malone,01/31/2038
Iztekvi,344568903441716,Victor Nguyen,09/08/1948
Ociguadi,4796921686774636,Ronald Rogers,01/20/1939
Zinlimlij,6334104375277088,Allie Kim,12/07/1962
Wirofjal,5192126352610398,Leonard Bridges,08/18/1953
Dibwitwe,347480415195375,Tyler Dixon,11/10/2070
Kebubala,6334114906573434,Richard Barber,09/11/1925
Icnuttu,201427540169580,Bettie Fields,09/03/2012
Epijoub,5132072717421407,Jesus Cooper,04/09/1956
Dizadog,6304946892120431,Ellen Murphy,11/11/2021
Hadkecib,6334805418121931,Bruce Alexander,08/05/2037
Siatah,5610243275725924,Hulda Morrison,06/30/1965
Wifembez,30057086289208,Joe Gregory,04/24/1995
Kimoga,4903009182896929,Della Sullivan,10/05/2021
Jafaloku,6011891957744887,Evan Hanson,06/04/1999
Cuufazif,6378162135102753,Amy Townsend,12/12/1928
Fivvialo,4299280180288441,Augusta Dean,10/28/1941
Vuadho,5178537891917094,Dominic Warren,09/07/2003
Biwwulor,347478225684414,Lelia Alvarado,08/19/1908
Jegado,36082574727976,Alice Foster,04/14/1993
Fiwguhiw,5610734621456875,Gertrude Parker,12/25/2002
Pigaleg,30046360587940,Christopher Waters,12/15/1944
Eksewug,36561405999581,Jay Roberts,02/02/1989
Putiboka,5440985414929454,Nina Young,06/07/2070
Ercagam,6011183628407015,Abbie Neal,11/12/1930
Gaituhuj,6273813973221339,Catherine Joseph,01/17/1977
Nerohcal,201431567021765,Wesley Bell,08/25/1917
Pihluhij,6304001654347903,Callie Warner,07/15/1900
Afdesuc,6211009876558340,Carrie Ingram,05/04/2030
Cecmizu,6371102044376640,Madge Arnold,08/28/1968
Gatakaf,6011406413756852,Warren Herrera,04/01/2065
Weegiru,6011129577350672,Louis Harper,10/29/1974
Tazudaci,5018936429256948,Norman Duncan,07/29/1962
Cuhume,5018069741451136,Evelyn Adkins,07/19/1933
Muvocuw,6304550596808885,Helen Rodriquez,02/19/1994
Uwavula,4563730672811083,Ruth Figueroa,02/08/1966
Bavicba,6279615493687830,Carl Dawson,09/12/2021
Tocizpu,36243383969171,Katherine Walton,12/12/1930
Waipaco,3528601265432726,Delia Lamb,06/10/1976
Wazuhzaw,6375719928291185,Katherine Parsons,08/18/2028
Esitabmus,201452571544063,Gordon Robertson,05/01/2016
Ogeebazi,348279424099001,Helena Ramos,09/05/1927
Ebicarpaf,6011380571199793,Mike Castillo,09/29/1993
Wilfeoji,6370316649944229,Dean Christensen,01/06/2032
Faemaziv,6011182980577167,Lola Pratt,02/20/2053
Evupicu,346040497487586,Mike Bowman,11/20/2032
Ighabeh,30071235530883,Tommy Harris,02/23/2041
Renobsaw,6334645962948176,Isabel Rice,12/27/2029
Nigolja,201431285368670,Oscar Fowler,10/10/1968
Vipuje,201436052828087,Della Ryan,08/04/2027
Joduizo,5610461623316754,Robert Christensen,11/22/1975
Dodoksid,30084015292855,Gussie Ball,11/16/2020
Caroriw,4082607291459795,Alfred Gross,12/09/1993
Feckazrik,36239016246110,Rena Herrera,11/06/1986
Vakgilik,340164139419579,Winifred Brooks,09/25/1904
Hukvokjo,4903877350570769,Kathryn Kennedy,01/21/2014
Fuwhenol,4996325776878794,Mittie Alexander,06/16/1980
Isnaffi,4026046264688248,Christina Carlson,02/03/1967
Gimohvus,6377279908205000,Jennie Alexander,06/28/1956
Wimozuwe,4026757559764169,Gabriel Gordon,02/27/1901
Fitelpin,5018542807275151,Sally Casey,10/29/1965
Lagisto,6286412114347684,Minnie Ball,07/27/1989
Uhecuraz,6264313126253041,Lou Rodgers,02/07/1947
Peppifot,6373744617430706,Florence Bridges,01/14/2028
Jogopig,30033763990228,Evan Barton,08/03/2010
Donajug,6334555143575030,Betty Allen,05/29/2019
Silokazo,5610218725091903,Dale Ramirez,02/18/2020
Diwatib,30011423891432,Abbie Dunn,06/01/2027
Rarapmi,5610048963677901,Rebecca Diaz,03/24/1992
Guolla,6011462410370650,Isabel Powers,03/22/1905
Oseubaibi,6376078290802114,Dustin Sherman,12/14/1984
Ijgiiz,4903164641257237,Lola Warner,09/18/2035
Nibrecji,36644355359269,Sarah Bowers,04/04/1988
Edavore,5177318206578579,Helena Wade,02/28/2064
Betwocsi,36007249330732,Agnes Carpenter,01/26/2020
Iwulasza,6272223788608657,Kevin James,12/23/1917
Kenasaube,6011795312209181,Luis Rodriquez,01/19/1974
Muguwfi,341887846539029,Isaac Chapman,08/22/2024
Azfuha,6011158292720299,Cordelia McCoy,05/15/2059
Manlingok,4903358149015812,Willie Jones,02/19/1966
Vefmofi,6375700141299726,Bertie Morris,10/03/2007
Nazizfik,6293357969623096,Bernice Jackson,08/04/1965
Vuozje,4026528295102885,Lester Wise,11/08/1912
Roveksuh,5411518662139065,Jacob Salazar,12/24/1932
Odakilus,5140222321024804,Maria Harvey,03/29/2051
Luknadka,201493231324132,Francis Valdez,08/22/2011
Jevucom,201415779057329,Juan Palmer,08/04/2070
Sezsira,6291788543103688,Rosa Mullins,08/31/1994
Mehgigiz,6253856398409736,Lula Gibson,05/23/2025
Rupuciw,5474363983869882,Verna Hudson,02/07/2034
Raohiej,36841609774810,Lola Barber,12/02/1979
Obeozez,6011815236377920,Fred Palmer,09/26/2005
Abvinli,4010460699241465,Lelia Robinson,11/03/1910
Amaakegu,347251255332505,Esther Kennedy,08/23/1923
Jinuhis,6304543373391944,Lilly Nash,04/29/2007
Moafavik,5443869466554336,Victoria Burton,01/21/2029
Vulacu,5018389021543257,Bradley Elliott,01/27/1948
Rahhanut,3528409051669786,Jared Fitzgerald,12/30/2008
Fuzasa,6225610592968103,Leah Silva,01/25/1953
Jozuloba,5610654663483738,Trevor Gonzales,02/13/2043
Mizici,5439521294635433,Andrew Walters,06/30/1910
Patrutcop,3528240301321187,Isaac Gonzales,07/25/2049
Capgedo,5162584849316621,Darrell Atkins,01/13/2010
Havapuco,36534123333672,Emma Shelton,04/03/2019
Wuwucgeg,6334451059090745,Jackson Butler,11/02/1956
Poicokid,4903800455256977,Mark Roy,09/19/1912
Aporalo,3528172451556991,Nathan Joseph,07/12/2029
Jotipzo,30048745748304,Gilbert Phelps,11/30/1946
Zikcovvej,5463274604793562,Agnes Nunez,08/14/1953
Reizukul,201404727887201,Phoebe Coleman,06/11/2023
Huokirop,6334174945514278,Charlie McCarthy,02/03/1978
Ifleil,4235343295884269,Wayne Norris,10/31/2034
Adcuccud,6259520078491091,Daisy Russell,10/26/1941
Pamimno,5018594744344723,Lawrence Lewis,12/29/1986
Sejejike,4903879999093674,Rebecca Boyd,01/01/2048
Volofa,6304109737890185,Fanny Arnold,07/16/2028
Retofope,5610563045339973,Elva Morales,04/20/2000
Nokolab,343357744518119,Glenn Christensen,07/15/2060
Zadufaga,5018916884966157,Etta Brewer,06/04/1978
Hotefuupo,6304230131232079,Lewis Poole,12/27/1956
Bacmawi,36422373396732,Landon Hoffman,01/26/1960
Lugmuzkod,5441078588396434,Albert Estrada,07/12/2024
Encufci,4302491388302042,Rena Figueroa,09/29/1986
Enahuiha,6011711591641044,Blake Oliver,10/27/2069
Hijehvu,5018810196989918,Ora Carson,04/19/2020
Evvufjig,6334607907221291,Blake Brock,01/23/1979
Sahsubrad,201474938396284,Charles Caldwell,04/12/2056
Izniug,201412625860519,Danny Fitzgerald,10/19/1944
Etaugoef,4043137762667682,Jordan Griffin,06/12/1991
Makmissuw,6304330191947796,Craig Mullins,04/07/2039
Kojecuf,30013990831130,Mason Banks,06/02/1949
Ninapi,4787208671290377,Adeline Mendoza,03/25/1915
Nevohfi,36151985243020,Johanna Miller,04/25/1900
Niahetu,6216967957346668,Leah Matthews,02/02/1913
Pejuvanut,344923356025617,Paul Kim,02/20/1908
Suliim,3528585254021733,Leah Sullivan,02/10/2029
Pibpodjo,201447781532619,Shane Lawson,08/27/1929
Renujso,3528990250827036,Mason Rose,07/02/1935
Paehhip,6304370770589585,Linnie Frank,03/16/2021
Puzewarif,4359954095594260,Eugene Boone,04/03/2061
Rozolud,4903106312190973,Betty Fleming,12/30/1929
Ahocazral,201457568331721,Marc Alvarado,08/23/2017
Zeduli,5449370355373734,Minnie Roberts,12/04/1931
Huhfizim,4903690064025016,Alta Cummings,08/10/1943
Cawtukav,5018973963735169,Harriett Pierce,09/26/1926
Bukfifac,3528183662158238,Adrian Summers,05/24/2059
Awcafu,5018756947278632,Nell Wright,11/01/1940
Popawepu,340871605601726,Ray Richards,07/19/2019
Atukifaz,4852356884316578,Addie Crawford,07/31/2050
Havnopaf,5018503161688009,Ricky Moore,11/23/1954
Gahomah,6202944686714793,Warren Caldwell,09/29/1933
Vaphunin,5018420184557063,Jane Erickson,07/20/1960
Jaowogal,4463933001689326,Bernard Miller,03/30/2055
Ipditaw,36128305095215,Georgia Fuller,07/20/2029
Unjabzab,6371737422076468,Laura Fernandez,12/04/2035
Bilzaza,5018900371794579,Chase Hughes,08/17/1995
Vamjezmu,5113991964938008,Phillip Farmer,08/02/2014
Mombihfoj,4536630566391594,Kyle Spencer,03/13/1972
Jidbufsut,6304460816074880,Sophie Clarke,10/02/1999
Wawisu,4730417019662886,Nina May,08/01/1965
Ehgilfal,4026504194746783,Loretta Ray,05/16/2013
Uzaveom,344207439241551,Evan Hudson,12/07/2021
Dutumo,3528297508991600,Sophie Thompson,11/11/2055
Cuhzajet,36895997282877,Isaac Mathis,05/02/1923
Nitiga,5141113999553142,Mario Morrison,04/06/2024
Putrojur,4026884405811448,Peter Dean,01/27/2063
Jajcucis,6011670084198237,Tyler Logan,08/28/2063
Etnapa,348569547236740,Mabelle Silva,05/07/2050
Fajuwwa,6372605681692870,Martin Marshall,09/08/2046
Toheve,6011477327808915,Clara Watts,04/03/2059
Moftike,5018758406871576,Kathryn Campbell,10/12/1978
Ihiilune,6304780729478021,Flora Mathis,07/13/1965
Pokawwiz,3528709151754267,Troy Cox,10/09/2030
Budnoce,5417565319402481,Alejandro Sharp,11/28/2026
Sumpuka,4918279075583396,Harriett Douglas,04/08/2049
Nutsoobi,6334217966882494,Marvin Price,01/11/1970
Botitwo,6304445189612812,Anne Bryant,12/25/1944
Rurenufon,6334427694227546,Sue Townsend,04/08/2005
Corzuruv,201404060442168,Clifford Herrera,01/04/1942
Kuokasok,30052564037062,Luella Grant,07/25/1964
Fuwvumuc,4026891453095410,May Atkins,06/23/1958
Bocajpun,5610803794935682,Virginia Rice,03/21/1956
Obamokom,6377342928797586,Paul Myers,10/27/2069
Daholpi,4903043087283909,Daisy Lane,11/05/2068
Horicli,36854221021171,Florence Mann,11/02/1947
Wilushik,4026736260731766,Katie Ingram,08/02/1987
Bucutan,6372507228689916,Steven Perkins,07/03/1967
Mupwejmit,6011256818619951,Clarence Joseph,06/27/1907
Ukavibkam,4903765409046214,Brett Boone,03/27/2022
Mesekaduz,6204893012263744,Jerome Owens,04/25/1902
Rodonjiz,5417940274851966,Roy Hubbard,10/25/2064
Jewisod,6011102818287052,Mary Bates,08/14/1982
Ninnotej,5416750838863592,Christopher Hamilton,08/17/1939
Benulu,4903080644739106,Pearl Blair,11/04/2042
Jigolho,5407653572588865,George Weaver,04/06/1953
Juhasdi,30062865026060,Connor Myers,05/24/1961
Pajugze,341389511674918,Jacob Zimmerman,11/11/1906
Manabdu,3528579917171852,Chester Lopez,03/24/1950
Vusaluh,5018467048905277,Garrett Watts,05/23/1980
Zuwsilos,5448101037482143,Henrietta Hodges,12/10/1962
Cajalra,201469148529682,Lou French,10/02/2013
Uwewivip,5018219850309944,Johnny Estrada,10/17/1944
Asbeeg,4829920064450372,Maggie Baker,01/28/1965
Oceokupe,4903797214897713,Nancy Larson,07/07/1910
Huspuknir,201441633064848,Luis Lawrence,11/24/1905
Wiwtecof,5145237261249745,Virgie Byrd,05/26/1907
Kavfodki,4903187327467994,Katharine Butler,06/18/2005
Gablewa,5610091107083552,Jose Medina,12/02/1906
Gocpemwi,5610127584608576,Grace Hansen,10/25/2050
Tolwehmi,5018319319530526,Bobby Hampton,12/17/1934
Mudcuwkal,6304585088400841,Alexander Allison,10/24/1918
Pelufbe,6379435511242586,Esther Roberts,12/26/1933
Puabze,5411181987382660,Gerald Myers,06/27/1967
Huhutemez,30086543398302,Alan Lambert,04/13/1911
Rekmupwe,4170713818362265,Gordon Evans,08/17/1901
Juwvuili,3528751495891389,Teresa Collier,02/15/1980
Ubvulfu,36352138070746,Terry Walsh,09/06/1998
Dolicaar,30019495686283,Polly Stevens,11/10/1902
Masehide,4903143732850811,Ida Flowers,02/04/2035
Vugrebhos,4903907213590736,Carlos Newton,03/28/1975
Wemkosru,6304570925237267,Dennis Harrington,03/14/2065
Mugnajuw,6377881174676879,Maggie Swanson,08/04/1991
Kelcivu,344705661580356,Ann Sanchez,01/26/1918
